tenure,MonthlyCharges,TotalCharges,gender_Female,gender_Male,SeniorCitizen_0,SeniorCitizen_1,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_Yes,TechSupport_No,TechSupport_Yes,StreamingTV_No,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
22,84.15,1821.95,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False
22,20.15,419.9,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
16,64.25,1024.0,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False
10,25.7,251.6,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False
13,56.0,764.55,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
20,82.4,1592.35,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True
2,69.7,135.2,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
53,73.9,3958.25,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,False,False
11,20.6,233.9,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
69,19.9,1363.45,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False
4,70.9,273.0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True
72,89.05,6254.45,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False
58,45.3,2651.2,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True
16,20.4,321.4,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
43,84.25,3539.25,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False
2,104.4,242.8,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,True
14,81.95,1181.75,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False
53,94.85,5000.2,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True
32,20.55,654.55,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False
34,24.7,780.2,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
15,74.45,1145.7,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True
7,76.45,503.6,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True
15,105.35,1559.25,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False
61,20.55,1252.0,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False
1,29.95,29.95,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True
1,45.3,45.3,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
8,84.5,662.65,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True
33,74.75,2453.3,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
13,79.25,1111.65,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True
1,24.8,24.8,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True
20,51.8,1023.85,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
3,30.4,82.15,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False
13,19.65,244.8,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False
40,56.6,2379.1,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False
43,71.9,3173.35,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False
6,91.0,531.0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True
69,19.75,1375.4,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False
72,109.7,8129.3,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False
59,19.3,1192.7,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False
20,96.55,1901.65,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False
24,24.1,587.4,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
59,111.35,6519.75,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False
72,112.25,8041.65,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False
1,20.75,20.75,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
27,101.9,2681.15,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False
